,Age,Density_Corner_Left_Eye,Density_Corner_Right_Eye,Density_Forehead,Density_Cheek_Left,Density_Cheek_Right,Depth_Corner_Left_Eye,Depth_Corner_Right_Eye,Depth_Forehead,Depth_Cheek_Left,Depth_Cheek_Right,Variance_Corner_Left_Eye,Variance_Corner_Right_Eye,Variance_Forehead,Variance_Cheek_Left,Variance_Cheek_Right,Spot_Density_Corner_Left_Eye,Spot_Density_Corner_Right_Eye,Spot_Density_Forehead,Spot_Density_Cheek_Left,Spot_Density_Cheek_Right,Max_Spot_Size_Corner_Left_Eye,Max_Spot_Size_Corner_Right_Eye,Max_Spot_Size_Forehead,Max_Spot_Size_Cheek_Left,Max_Spot_Size_Cheek_Right,Count_of_Spots_Corner_Left_Eye,Count_of_Spots_Corner_Right_Eye,Count_of_Spots_Forehead,Count_of_Spots_Cheek_Left,Count_of_Spots_Cheek_Right,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,path
11126,67,0.0979020979,0.583333333,0.00985221675,0.0189155107,0.0489679403,0.217196673,0.278530016,0.307259808,0.194732571,0.261367312,0.093974424,0.198189526,0.0174768302,0.0383594068,0.0425393436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.06,0.18,0.37,0.24,0.61,0.37,0.24,0.08,0.02,../datasets/wrinkles3/9531_1925-6-21_1992.jpg
11127,35,0.208333333,0.026984127,0.365167426,0.308275058,0.153061224,0.194816286,0.182011926,0.246860056,0.221736577,0.195745734,0.111467651,0.0687484212,0.145846924,0.131614603,0.0987338282,0,0,0,0.0128205128,0,0,0,0,0.000231568998,0,0,0,0,1,0,0.59,0.26,0.43,0.07,0.2,0.32,0.27,0.59,0.32,0.27,0.08,0.03,../datasets/wrinkles3/9532_1977-6-14_2012.jpg
11128,40,0.726006192,0.657894737,0.224576271,0.472527473,0.378877005,0.364826352,0.371388226,0.231308793,0.278652202,0.306058162,0.292858334,0.276952775,0.116858234,0.179665065,0.171790323,0,0,0,0,0.00614973262,0,0,0,0,0.000196,0,0,0,0,1,0.59,0.27,0.44,0.05,0.22,0.49,0.24,0.64,0.4,0.24,0.06,0.03,../datasets/wrinkles3/9533_1950-7-29_1990.jpg
11129,59,0.696428571,0.0392561983,0.053686471,0.0634920635,0.0295730513,0.431083592,0.188523177,0.292460747,0.246976175,0.224561904,0.327271863,0.0696933641,0.0627193555,0.0699778622,0.0580058831,0,0,0,0,0.00842146494,0,0,0,0,0.000324,0,0,0,0,1,0.62,0.27,0.46,0.06,0.22,0.41,0.25,0.63,0.37,0.25,0.07,0.03,../datasets/wrinkles3/9534_1950-7-29_2009.jpg
11130,41,0.242735043,0.358695652,0.482641253,0.278149726,0.279538131,0.271884296,0.259834863,0.274795302,0.20929736,0.227272356,0.126752458,0.152073853,0.178187829,0.122898824,0.127254229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.07,0.22,0.41,0.27,0.62,0.34,0.27,0.07,0.03,../datasets/wrinkles3/9535_1940-7-7_1981.jpg
11131,46,0.251322751,0.112781955,0.274161736,0.12991453,0.142156863,0.280020955,0.184359162,0.30861187,0.24346233,0.229545143,0.124175823,0.0793077588,0.133932865,0.0871364102,0.0933832546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.26,0.43,0.07,0.18,0.33,0.26,0.6,0.34,0.26,0.09,0.02,../datasets/wrinkles3/9538_1946-8-26_1992.jpg
11132,48,0.775793651,0.74691358,0.371299983,0.280637255,0.290960452,0.363780094,0.343455782,0.416595064,0.252860125,0.27009936,0.304401701,0.281773301,0.206800829,0.133711523,0.135549771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.47,0.07,0.23,0.47,0.27,0.63,0.36,0.27,0.06,0.03,../datasets/wrinkles3/9539_1965-10-8_2013.jpg
11133,25,0.232954545,0.416541353,0.0968616815,0.266803841,0.214634146,0.364015048,0.389114426,0.203620882,0.272713613,0.282461348,0.149268872,0.212434814,0.086215303,0.133890566,0.12390648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.24,0.42,0.06,0.18,0.36,0.24,0.59,0.35,0.24,0.07,0.02,../datasets/wrinkles3/953_1988-02-21_2013.jpg
11134,77,0.140625,0.192307692,0.129726891,0.0517241379,0.182968536,0.390788595,0.210857372,0.206628636,0.235251012,0.206079098,0.120802814,0.108827215,0.092320958,0.0755735874,0.106974567,0,0,0.00328256303,0,0,0,0,0.000196,0,0,0,0,1,0,0,0.62,0.27,0.45,0.06,0.22,0.46,0.26,0.61,0.35,0.26,0.05,0.03,../datasets/wrinkles3/9540_1934-3-25_2011.jpg
11135,79,0.682539683,0.602716469,0.0325386598,0.241269841,0.150657895,0.246456942,0.321867497,0.231509803,0.34323344,0.238643077,0.200201585,0.230733762,0.0538430751,0.136261912,0.0959591471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.46,0.06,0.18,0.4,0.23,0.59,0.36,0.23,0.08,0.02,../datasets/wrinkles3/9541_1934-3-25_2013.jpg
11136,45,0.3125,0.625,0.136695906,0.364240611,0.133333333,0.195094405,0.363281404,0.200796552,0.259728864,0.199659989,0.12443028,0.261522431,0.0896280486,0.151739646,0.094481255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.06,0.21,0.39,0.25,0.6,0.35,0.25,0.08,0.03,../datasets/wrinkles3/9542_1969-4-21_2014.jpg
11137,44,0.461956522,0.352727273,0.126927488,0.187659357,0.191659762,0.306550674,0.320179388,0.212843199,0.230519972,0.257741853,0.188349024,0.161277587,0.0897346376,0.106514296,0.106219954,0,0,0,0.010708822,0,0,0,0,0.000196,0,0,0,0,2,0,0.6,0.27,0.43,0.06,0.21,0.42,0.25,0.61,0.36,0.25,0.06,0.03,../datasets/wrinkles3/9544_1967-5-18_2011.jpg
11138,31,0.25093985,0.0205792683,0.303320781,0.0989583333,0.0743021346,0.225948109,0.181990856,0.267401909,0.190532869,0.188376004,0.113858302,0.0624049391,0.139316394,0.0888253087,0.0806274238,0,0,0,0,0,0,0,0,0,0.000256,0,0,0,0,1,0.64,0.27,0.46,0.07,0.21,0.38,0.28,0.58,0.3,0.28,0.06,0.03,../datasets/wrinkles3/9545_1966-9-13_1997.jpg
11139,54,0.33,0.311688312,0.0262910798,0.28030303,0.165367965,0.448672827,0.326773173,0.276605929,0.320811287,0.256166732,0.198309976,0.14071542,0.0522191,0.142805934,0.0979099837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.26,0.42,0.06,0.2,0.45,0.25,0.63,0.39,0.25,0.06,0.02,../datasets/wrinkles3/9546_1953-7-11_2007.jpg
11140,41,0.757575758,0.76873385,0.154171473,0.58931366,0.610501567,0.415347536,0.404105677,0.211715873,0.337453223,0.329529708,0.337687478,0.332805591,0.0981332857,0.236985642,0.237743813,0,0,0,0.00514196289,0,0,0,0,0.000196,0,0,0,0,1,0,0.61,0.26,0.44,0.06,0.23,0.43,0.26,0.64,0.38,0.26,0.07,0.03,../datasets/wrinkles3/9547_1957-8-28_1998.jpg
11141,25,0.51303155,0.370588235,0.00442477876,0.049382716,0.105666667,0.42258692,0.348699879,0.221221742,0.183885081,0.239355866,0.258700972,0.178603296,0.0442468698,0.0742040136,0.0781252559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.28,0.49,0.07,0.19,0.42,0.26,0.56,0.31,0.26,0.05,0.02,../datasets/wrinkles3/9549_1986-10-7_2011.jpg
11142,24,0.645098039,0.615384615,0.421857396,0.31231003,0.350302419,0.360060338,0.351574384,0.300166459,0.336661495,0.392749178,0.264926455,0.252560635,0.170118941,0.161269042,0.188617362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.26,0.46,0.07,0.18,0.39,0.25,0.6,0.36,0.25,0.06,0.02,../datasets/wrinkles3/954_1988-11-06_2012.jpg
11143,23,0.262541806,0.0193236715,0.215780446,0.152477152,0.10956848,0.372891016,0.16804395,0.239945765,0.339024647,0.248626108,0.144269741,0.0712064515,0.112421489,0.111759416,0.0920561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.07,0.19,0.34,0.26,0.6,0.34,0.26,0.1,0.02,../datasets/wrinkles3/9550_1938-8-8_1961.jpg
11144,41,0.8,0.544444444,0.678131084,0.361702128,0.147727273,0.421573393,0.45479986,0.333862384,0.261974176,0.190208734,0.352718631,0.293293916,0.255508379,0.151256308,0.0837593804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.06,0.18,0.42,0.24,0.58,0.34,0.24,0.05,0.02,../datasets/wrinkles3/9551_1962-8-2_2003.jpg
11145,37,0.545679012,0.196457327,0.00462962963,0.147385984,0.136084284,0.268165482,0.328279562,0.187342081,0.204581382,0.215650509,0.185421422,0.112851603,0.0487608643,0.0950849711,0.0809459756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.45,0.06,0.19,0.41,0.26,0.59,0.33,0.26,0.06,0.02,../datasets/wrinkles3/9552_1952-6-4_1989.jpg
11146,49,0.458286986,0.25722264,0.139140271,0.0771428571,0.437302424,0.28857852,0.410339304,0.243530629,0.192637166,0.273463322,0.181335727,0.403487625,0.0961468652,0.0776588105,0.170686142,0,0,0,0,0.00684931507,0,0,0,0,0.000399002494,0,0,0,0,1,0.64,0.28,0.47,0.06,0.23,0.46,0.26,0.62,0.36,0.26,0.06,0.03,../datasets/wrinkles3/9553_1964-5-25_2013.jpg
11147,42,0.0269865067,0.0803921569,0.131136951,0.0108695652,0.147335423,0.167516042,0.219863571,0.204732853,0.172215962,0.211589906,0.064657709,0.0810000513,0.0942395396,0.061953939,0.0956749689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.25,0.42,0.06,0.21,0.39,0.26,0.6,0.34,0.26,0.07,0.03,../datasets/wrinkles3/9554_1964-5-25_2006.jpg
11148,28,0.416666667,0.380952381,0.303594352,0.317073171,0.206666667,0.237849471,0.290502911,0.220148182,0.218455016,0.224929225,0.153739826,0.166100499,0.130537487,0.134158237,0.117560626,0,0,0.00834403081,0,0,0,0,0.000616166189,0,0,0,0,1,0,0,0.63,0.26,0.45,0.07,0.22,0.38,0.28,0.57,0.3,0.28,0.05,0.03,../datasets/wrinkles3/9555_1959-4-22_1987.jpg
11149,32,0.292592593,0.358974359,0.161096171,0.171025566,0.0464912281,0.193112207,0.238929758,0.25894719,0.248173429,0.188740008,0.119101049,0.1443157,0.0979852434,0.0997895208,0.0751776561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.06,0.21,0.38,0.27,0.57,0.3,0.27,0.06,0.03,../datasets/wrinkles3/9556_1964-2-20_1996.jpg
11150,50,0.387669801,0.58781362,0.175438596,0.195413759,0.242209073,0.268158771,0.320720294,0.210925281,0.20765404,0.259926844,0.161702145,0.228080337,0.103198737,0.108306079,0.126676951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.27,0.45,0.06,0.22,0.41,0.28,0.61,0.33,0.28,0.07,0.03,../datasets/wrinkles3/9557_1962-11-28_2012.jpg
11151,50,0.19047619,0.377777778,0.149770208,0.242007168,0.306646899,0.189761373,0.224153152,0.21175925,0.234540362,0.285156335,0.103108612,0.137624601,0.0993467513,0.119987927,0.146923718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.06,0.21,0.41,0.23,0.61,0.38,0.23,0.07,0.02,../datasets/wrinkles3/9558_1962-11-28_2012.jpg
11152,22,0.141304348,0.1352657,0.0205254516,0.040247678,0.0677083333,0.220673203,0.253274932,0.186577911,0.211547634,0.208933894,0.0816501498,0.0870436663,0.0434571514,0.0574430159,0.0662757554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.26,0.42,0.06,0.19,0.36,0.25,0.6,0.35,0.25,0.09,0.02,../datasets/wrinkles3/9559_1990-4-9_2012.jpg
11153,22,0.438021182,0.642857143,0.206722689,0.582564103,0.293478261,0.634661051,0.75955081,0.344662714,0.296032023,0.280984096,0.570730399,0.524018652,0.134646192,0.209973714,0.143100315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.29,0.48,0.07,0.22,0.49,0.26,0.62,0.36,0.26,0.07,0.03,../datasets/wrinkles3/955_1938-08-08_1960.jpg
11154,21,0.546052632,0.25,0.0114604761,0.108672936,0.38117284,0.315853005,0.20376895,0.216476791,0.276948626,0.355881613,0.211248145,0.114532391,0.0562694699,0.0951835515,0.186131424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.46,0.07,0.17,0.4,0.24,0.63,0.39,0.24,0.06,0.02,../datasets/wrinkles3/9561_1990-4-9_2011.jpg
11155,22,0.256122449,0.188888889,0.00416522041,0.0520520521,0.176470588,0.264019569,0.19744396,0.186071401,0.224164536,0.222587794,0.118521055,0.107931579,0.038659829,0.0569443648,0.0991699571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.47,0.07,0.18,0.38,0.26,0.6,0.33,0.26,0.07,0.02,../datasets/wrinkles3/9562_1990-4-9_2012.jpg
11156,22,0.335144928,0.238429173,0.0023255814,0.0915789474,0.0785405071,0.269188746,0.271197164,0.195813466,0.24081958,0.259924614,0.147193779,0.113352522,0.0275556784,0.0753646674,0.0665022544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.25,0.45,0.07,0.16,0.37,0.26,0.58,0.33,0.26,0.06,0.02,../datasets/wrinkles3/9563_1990-4-9_2012.jpg
11157,22,0.199604743,0.264299803,0.0912280702,0.139492754,0.082289056,0.209291182,0.334075666,0.244912028,0.239093288,0.232629321,0.102856825,0.140348648,0.0786910518,0.0918223736,0.0770756236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.26,0.43,0.06,0.18,0.34,0.25,0.6,0.35,0.25,0.09,0.02,../datasets/wrinkles3/9564_1990-4-9_2012.jpg
11158,22,0.225071225,0.378151261,0.00354938272,0.0205761317,0.100986842,0.256793643,0.286444136,0.384502601,0.192468764,0.256531156,0.123610169,0.158359665,0.0301247139,0.0617743936,0.0774237926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.25,0.46,0.07,0.16,0.35,0.26,0.58,0.32,0.26,0.06,0.02,../datasets/wrinkles3/9565_1990-4-9_2012.jpg
11159,22,0.209134615,0.292207792,0.00654022237,0.00816649104,0.0529411765,0.304106361,0.261418368,0.231064575,0.186988545,0.220606277,0.11537858,0.143522862,0.028652846,0.0443136783,0.0687959661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.44,0.06,0.17,0.34,0.26,0.61,0.35,0.26,0.08,0.02,../datasets/wrinkles3/9566_1990-4-9_2012.jpg
11160,24,0.62,0.7125,0.0852223816,0.171936759,0.161129568,0.389972867,0.331844022,0.262283117,0.31487145,0.334516371,0.276289326,0.266348084,0.0787222647,0.121015522,0.122378252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.25,0.43,0.07,0.16,0.41,0.23,0.61,0.37,0.23,0.06,0.02,../datasets/wrinkles3/9567_1990-4-9_2014.jpg
11161,24,0.588888889,0.415954416,0.00621842208,0.247814685,0.12195122,0.269910063,0.349075064,0.200683206,0.304141469,0.225113381,0.199993998,0.195020601,0.0554546657,0.135921746,0.0870356187,0,0,0,0.0104895105,0,0,0,0,0.000697099413,0,0,0,0,1,0,0.62,0.26,0.45,0.07,0.18,0.36,0.23,0.59,0.36,0.23,0.08,0.02,../datasets/wrinkles3/9568_1990-4-9_2014.jpg
11162,19,0.742647059,0.773333333,0.462068966,0.501157407,0.478229318,0.47551569,0.532141871,0.313359069,0.316224507,0.358793378,0.376580609,0.433354572,0.19178437,0.205267244,0.22084828,0,0,0,0.0124421296,0,0,0,0,0.000324,0,0,0,0,1,0,0.65,0.27,0.47,0.07,0.22,0.44,0.26,0.63,0.37,0.26,0.06,0.03,../datasets/wrinkles3/956_1949-05-14_1968.jpg
11163,20,0.47275641,0.195,0.0489338099,0.141323792,0.293606138,0.232144078,0.191144322,0.209859361,0.231574786,0.213202798,0.16179288,0.113247121,0.0781235597,0.0942605685,0.126687065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.47,0.07,0.17,0.34,0.25,0.58,0.33,0.25,0.07,0.02,../datasets/wrinkles3/9570_1990-4-9_2010.jpg
11164,17,0.741538462,0.5,0.117439516,0.448275862,0.64673913,0.429037939,0.219866368,0.24115866,0.297367707,0.348879334,0.340590379,0.165727091,0.0874900566,0.176253286,0.260441926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.47,0.07,0.18,0.35,0.26,0.64,0.37,0.26,0.09,0.02,../datasets/wrinkles3/9571_1990-4-9_2007.jpg
11165,17,0.429597701,0.336134454,0.0888700085,0.138888889,0.253187614,0.244420671,0.206420836,0.210557707,0.220638286,0.218622901,0.149790055,0.130619427,0.0798231123,0.093673521,0.120042382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.47,0.07,0.2,0.42,0.26,0.6,0.34,0.26,0.06,0.03,../datasets/wrinkles3/9572_1990-4-9_2007.jpg
11166,17,0.363809524,0.606060606,0.194940476,0.176495726,0.351572327,0.259680506,0.265434428,0.217878026,0.203334671,0.227924678,0.152927656,0.199191331,0.11117599,0.105018047,0.140294999,0,0,0.00401785714,0,0.00849056604,0,0,0.000196,0,0.000256,0,0,1,0,1,0.6,0.25,0.44,0.07,0.2,0.35,0.26,0.61,0.35,0.26,0.1,0.03,../datasets/wrinkles3/9573_1990-4-9_2007.jpg
11167,20,0.625925926,0.671794872,0.0247104247,0.122159091,0.182170543,0.345313837,0.284154669,0.190456189,0.237409923,0.218870789,0.250251086,0.226656051,0.0629012544,0.0909761917,0.104863763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.27,0.47,0.07,0.18,0.39,0.26,0.58,0.32,0.26,0.06,0.02,../datasets/wrinkles3/9575_1990-4-9_2010.jpg
11168,22,0.0880566802,0.0717592593,0.000536768653,0.00881410256,0.0440265994,0.240693243,0.209473748,0.165450315,0.175765541,0.22625074,0.0624710086,0.0686175984,0.04350167,0.0523049344,0.0573276363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.47,0.07,0.18,0.33,0.27,0.59,0.31,0.27,0.08,0.02,../datasets/wrinkles3/9576_1990-4-9_2012.jpg
11169,20,0.765306122,0.3183391,0.0917508418,0.104651163,0.0801435407,0.547002963,0.405219695,0.988925168,0.250298631,0.2080098,0.440944812,0.18627186,0.138523922,0.0928214294,0.0892295325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.46,0.08,0.16,0.34,0.26,0.57,0.32,0.26,0.06,0.02,../datasets/wrinkles3/9578_1990-4-9_2010.jpg
11170,24,0.56,0.451895044,0.0112121212,0.353609626,0.0351351351,0.327322761,0.466868264,0.318833077,0.342444593,0.196368232,0.228717588,0.254250181,0.0512293474,0.169797917,0.0625671138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.45,0.07,0.19,0.37,0.23,0.56,0.33,0.23,0.08,0.02,../datasets/wrinkles3/9579_1990-4-9_2014.jpg
11171,23,0.510416667,0.253759398,0.111327491,0.255952381,0.170190275,0.275728454,0.234143952,0.196048221,0.238235879,0.214533073,0.186726791,0.125662316,0.0927208993,0.126491451,0.103691684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.25,0.42,0.06,0.19,0.37,0.26,0.6,0.34,0.26,0.07,0.03,../datasets/wrinkles3/957_1937-08-17_1960.jpg
11172,19,0.573529412,0.659722222,0.0098934551,0.0635930048,0.295417349,0.481567217,0.315633275,0.273457088,0.194038053,0.256294708,0.314880168,0.247937188,0.044014072,0.0661091635,0.1308739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.47,0.07,0.17,0.39,0.26,0.59,0.33,0.26,0.06,0.02,../datasets/wrinkles3/9580_1990-4-9_2009.jpg
11173,19,0.257142857,0.338888889,0.0125125125,0.0133136095,0.14797914,0.262318446,0.224527214,0.178348914,0.184312662,0.250595464,0.129106453,0.137400606,0.0638910369,0.0635503097,0.101205943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.47,0.06,0.19,0.36,0.25,0.6,0.34,0.25,0.07,0.02,../datasets/wrinkles3/9581_1990-4-9_2009.jpg
11174,74,0.468,0.523015873,0.264235149,0.0315614618,0.0128676471,0.256448144,0.363882027,0.327177977,0.202600622,0.200173008,0.164067444,0.235360439,0.126164522,0.060667302,0.0527805712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.27,0.44,0.06,0.22,0.47,0.25,0.58,0.33,0.25,0.05,0.03,../datasets/wrinkles3/9582_1941-8-3_2015.jpg
11175,38,0.5,0.033625731,0.0315038637,0.0960451977,0.0232653061,0.253743662,0.187293111,0.197025984,0.278501318,0.182026948,0.169441384,0.0697385789,0.0528813533,0.095847399,0.0397428992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.27,0.44,0.05,0.23,0.42,0.26,0.62,0.36,0.26,0.06,0.03,../datasets/wrinkles3/9583_1968-8-23_2006.jpg
11176,38,0.625913621,0.68627451,0.183050847,0.146306818,0.209298733,0.297085334,0.257937091,0.270123315,0.198320781,0.258555857,0.221949591,0.210989002,0.109208561,0.100477047,0.115988598,0,0,0,0,0.00417052827,0,0,0,0,0.000196,0,0,0,0,1,0.62,0.27,0.46,0.06,0.2,0.45,0.24,0.66,0.42,0.24,0.07,0.02,../datasets/wrinkles3/9584_1968-8-23_2006.jpg
11177,36,0.287878788,0.515151515,0.0779264214,0.0771791768,0.312794613,0.222811121,0.368004255,0.220262591,0.203880447,0.251419831,0.122219281,0.230251989,0.0789261625,0.0751217311,0.142318894,0,0,0,0.00575060533,0,0,0,0,0.000196,0,0,0,0,1,0,0.62,0.26,0.45,0.06,0.23,0.47,0.26,0.62,0.36,0.26,0.06,0.03,../datasets/wrinkles3/9585_1976-3-19_2012.jpg
11178,28,0.3921875,0.140625,0.0345146379,0.0950980392,0.123989218,0.265548202,0.204488805,0.23042708,0.262845537,0.309769818,0.160084945,0.104146951,0.0629940292,0.0861654987,0.0993594839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.25,0.44,0.07,0.16,0.38,0.24,0.59,0.35,0.24,0.07,0.02,../datasets/wrinkles3/9586_1985-0-0_2013.jpg
11179,28,0.372400756,0.403636364,0.0323714391,0.0239669421,0.0869809203,0.238984161,0.46629012,0.212174475,0.189585442,0.264987963,0.148183434,0.226097252,0.0709471734,0.0632982297,0.0872573361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.07,0.21,0.45,0.25,0.6,0.34,0.25,0.05,0.03,../datasets/wrinkles3/9587_1985-0-0_2013.jpg
11180,38,0.270833333,0.533333333,0.0227703985,0.177910053,0.34962406,0.454933747,0.251523493,0.250092054,0.290547787,0.302093243,0.185782499,0.17557096,0.0517587996,0.108726617,0.160148249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.26,0.43,0.06,0.19,0.37,0.23,0.63,0.4,0.23,0.09,0.02,../datasets/wrinkles3/9588_1971-9-9_2009.jpg
11181,43,0.478991597,0.523809524,0.0328006728,0.172881356,0.185461957,0.279692867,0.257960994,0.233941401,0.232193453,0.258068181,0.18721901,0.17999171,0.0586202869,0.104487645,0.111122241,0,0,0.00308382394,0,0,0,0,0.000231066679,0,0,0,0,1,0,0,0.61,0.27,0.44,0.06,0.2,0.42,0.24,0.62,0.38,0.24,0.07,0.02,../datasets/wrinkles3/9589_1971-9-9_2014.jpg
11182,18,0.695454545,0.636363636,0.469444444,0.244421907,0.323452485,0.357816244,0.409990998,0.589243704,0.279098212,0.334735529,0.279432205,0.284785999,0.32182575,0.133903566,0.169243327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.44,0.06,0.23,0.45,0.24,0.61,0.37,0.24,0.06,0.03,../datasets/wrinkles3/958_1994-08-11_2012.jpg
11183,38,0.611111111,0.680672269,0.17605042,0.26125,0.383275261,0.358352137,0.280063679,0.234245357,0.209870718,0.215117263,0.257800336,0.221106689,0.105164023,0.11996819,0.140118839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.26,0.45,0.06,0.18,0.34,0.27,0.62,0.35,0.27,0.08,0.03,../datasets/wrinkles3/9590_1974-9-16_2012.jpg
11184,11,0.195454545,0.397802198,0.381335719,0.108843537,0.0311688312,0.179356436,0.341299033,0.241851431,0.298523897,0.22403811,0.107920575,0.169889745,0.142976599,0.0880094543,0.0544561663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.27,0.47,0.07,0.19,0.38,0.24,0.58,0.34,0.24,0.08,0.02,../datasets/wrinkles3/9591_1972-5-12_1983.jpg
11185,61,0.419175028,0.304444444,0.0174863388,0.133431953,0.293927649,0.245095378,0.218709356,0.215948191,0.223492924,0.286197966,0.156788793,0.130139258,0.0508554162,0.0930262291,0.140292662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.06,0.2,0.42,0.24,0.65,0.41,0.24,0.08,0.02,../datasets/wrinkles3/9592_1954-7-17_2015.jpg
11186,27,0.596989967,0.360805861,0.178441599,0.125490196,0.285332442,0.342453417,0.222011543,0.217127166,0.303292422,0.217616486,0.237646196,0.14653169,0.104492828,0.0941465233,0.127066781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.07,0.17,0.35,0.26,0.6,0.34,0.26,0.08,0.02,../datasets/wrinkles3/9593_1948-4-28_1975.jpg
11187,32,0.635714286,0.293706294,0.00858585859,0.340571429,0.151103565,0.238019279,0.452003009,0.215766923,0.338946042,0.422720375,0.188037858,0.178168107,0.0592154944,0.172534235,0.10920765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.06,0.21,0.5,0.25,0.58,0.34,0.25,0.05,0.03,../datasets/wrinkles3/9594_1975-12-14_2007.jpg
11188,45,0.5625,0.436507937,0.0984060984,0.160572337,0.160130719,0.336614715,0.305484007,0.426667062,0.203369278,0.202735975,0.233859845,0.185733448,0.0999872445,0.109064609,0.0984130601,0,0,0,0,0.0490196078,0,0,0,0,0.000732936326,0,0,0,0,1,0.63,0.27,0.45,0.07,0.22,0.52,0.26,0.61,0.35,0.26,0.04,0.03,../datasets/wrinkles3/9596_1960-3-25_2005.jpg
11189,45,0.616099071,0.538461538,0.0344129555,0.122474747,0.142702703,0.362986527,0.270066698,0.208471291,0.269350709,0.251709293,0.258025509,0.186555359,0.0670832449,0.10514445,0.105187291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.28,0.47,0.07,0.22,0.53,0.26,0.61,0.35,0.26,0.04,0.03,../datasets/wrinkles3/9597_1960-3-25_2005.jpg
11190,48,0.541795666,0.448412698,0.0996687745,0.129166667,0.153125,0.310472529,0.288151099,0.335100342,0.235981524,0.228151269,0.212936017,0.17541243,0.0888477427,0.101634655,0.111865401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.06,0.21,0.51,0.25,0.6,0.34,0.25,0.04,0.03,../datasets/wrinkles3/9598_1960-3-25_2008.jpg
