id,u_id,date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Emotion
1070,2,2019-07-04 00:00:00,54,97,82,68,41,47,69,64,89,56,6
1071,1,2019-07-04 00:00:00,42,54,81,48,12,42,84,99,52,73,4
1072,3,2019-07-04 00:00:00,21,78,68,86,86,32,43,85,19,89,6
1073,8,2019-07-04 00:00:00,2,78,72,23,37,57,16,64,58,34,1
1074,7,2019-07-04 00:00:00,58,91,87,52,44,32,32,76,12,83,0
1075,6,2019-07-04 00:00:00,85,64,60,64,17,27,44,36,13,75,3
1076,3,2019-07-04 00:00:00,6,9,40,8,53,31,55,38,41,95,4
1077,6,2019-07-04 00:00:00,48,59,26,92,43,38,26,33,74,48,6
1078,10,2019-07-04 00:00:00,51,65,20,77,94,35,78,87,40,1,0
1079,4,2019-07-04 00:00:00,36,13,33,72,74,91,40,6,56,8,5
1080,3,2019-07-04 00:00:00,62,13,36,35,24,63,98,74,11,22,3
1081,2,2019-07-04 00:00:00,49,91,15,54,57,17,54,36,22,7,4
1082,4,2019-07-04 00:00:00,93,8,72,83,94,93,79,63,14,61,0
1083,8,2019-07-04 00:00:00,100,84,71,97,79,41,54,80,70,90,4
1084,4,2019-07-04 00:00:00,78,79,31,90,56,13,32,75,47,32,1
1085,7,2019-07-04 00:00:00,16,71,81,51,44,90,14,96,36,57,2
1086,3,2019-07-04 00:00:00,97,72,32,64,42,51,70,97,44,29,6
1087,6,2019-07-04 00:00:00,40,10,38,3,1,7,76,35,45,98,6
1088,10,2019-07-04 00:00:00,20,51,56,93,73,70,37,62,5,91,6
1089,7,2019-07-04 00:00:00,55,100,100,77,28,58,21,5,95,26,4
1090,7,2019-07-04 00:00:00,71,62,39,4,32,65,48,82,31,39,2
1091,1,2019-07-04 00:00:00,84,59,80,19,71,53,76,97,2,65,6
1092,7,2019-07-04 00:00:00,57,73,70,25,15,80,82,97,31,13,0
1093,8,2019-07-04 00:00:00,44,98,93,68,70,11,27,49,7,73,1
1094,7,2019-07-04 00:00:00,31,91,71,36,29,31,26,100,10,78,6
1095,9,2019-07-04 00:00:00,55,21,32,30,17,36,49,83,71,40,0
1096,2,2019-07-04 00:00:00,74,83,96,3,54,75,91,90,2,24,2
1097,7,2019-07-04 00:00:00,15,27,64,28,15,20,90,80,52,66,5
1098,2,2019-07-04 00:00:00,29,28,96,37,86,36,84,84,5,35,3
1099,7,2019-07-04 00:00:00,68,87,15,16,14,8,32,14,18,68,2
1100,5,2019-07-04 00:00:00,53,64,2,49,36,11,28,31,7,14,4
1101,5,2019-07-04 00:00:00,55,95,40,29,57,78,29,85,40,46,5
1102,10,2019-07-04 00:00:00,98,76,70,55,80,7,8,87,81,64,6
1103,3,2019-07-04 00:00:00,62,47,90,84,47,68,74,98,90,66,4
1104,1,2019-07-04 00:00:00,52,88,11,17,31,16,1,54,33,55,6
1105,1,2019-07-04 00:00:00,26,82,59,20,39,86,44,91,52,29,5
1106,5,2019-07-04 00:00:00,26,49,18,80,17,44,95,45,21,53,1
1107,2,2019-07-04 00:00:00,78,22,39,21,66,5,82,88,28,12,4
1108,2,2019-07-04 00:00:00,91,51,89,94,3,61,55,21,74,100,2
1109,9,2019-07-04 00:00:00,83,44,87,76,48,10,65,9,9,30,3
1110,10,2019-07-04 00:00:00,95,7,65,62,22,58,26,74,74,35,0
1111,10,2019-07-04 00:00:00,55,73,2,81,92,34,59,61,34,76,1
1112,8,2019-07-04 00:00:00,82,94,56,87,64,55,13,3,84,36,2
1113,4,2019-07-04 00:00:00,52,66,42,91,81,15,65,87,17,93,6
1114,1,2019-07-04 00:00:00,86,93,70,77,96,31,91,13,33,35,0
1115,5,2019-07-04 00:00:00,73,52,16,94,98,85,15,91,81,37,1
1116,1,2019-07-04 00:00:00,27,37,89,47,77,80,72,38,13,84,3
1117,9,2019-07-04 00:00:00,19,97,52,58,91,93,63,50,89,35,3
1118,5,2019-07-04 00:00:00,100,28,69,70,9,76,28,14,80,74,2
1119,6,2019-07-04 00:00:00,90,15,51,23,99,5,59,93,61,81,5
1120,6,2019-07-04 00:00:00,92,5,14,24,54,81,37,24,16,30,0
1121,8,2019-07-04 00:00:00,24,89,82,51,90,50,13,92,50,21,5
1122,1,2019-07-04 00:00:00,70,6,52,69,57,16,30,13,49,79,3
1123,9,2019-07-04 00:00:00,87,11,10,59,15,27,37,74,27,78,5
1124,3,2019-07-04 00:00:00,20,10,24,12,10,75,71,71,17,97,5
1125,2,2019-07-04 00:00:00,18,26,81,66,73,31,72,89,7,80,1
1126,7,2019-07-04 00:00:00,49,87,43,74,15,14,36,27,1,78,2
1127,3,2019-07-04 00:00:00,41,16,34,97,20,62,3,38,79,53,4
1128,8,2019-07-04 00:00:00,80,28,26,79,28,80,35,19,42,70,5
1129,9,2019-07-04 00:00:00,83,71,20,3,55,89,42,1,16,78,2
1130,8,2019-07-04 00:00:00,67,95,90,23,21,54,71,42,76,30,4
1131,6,2019-07-04 00:00:00,76,44,34,72,33,11,75,30,19,27,4
1132,4,2019-07-04 00:00:00,36,9,9,3,66,47,57,75,92,74,5
1133,4,2019-07-04 00:00:00,40,78,99,35,42,18,73,49,94,3,0
1134,1,2019-07-04 00:00:00,13,61,58,14,30,63,38,13,91,70,4
1135,2,2019-07-04 00:00:00,54,23,17,78,96,85,45,55,77,22,3
1136,1,2019-07-04 00:00:00,7,99,71,67,54,9,92,88,78,49,4
1137,7,2019-07-04 00:00:00,35,4,66,88,44,11,88,32,72,89,5
1138,3,2019-07-04 00:00:00,87,73,79,41,71,4,49,96,93,68,4
1139,1,2019-07-04 00:00:00,21,59,10,50,6,6,48,92,69,65,2
1140,8,2019-07-04 00:00:00,69,63,54,68,18,75,25,3,83,41,5
1141,4,2019-07-04 00:00:00,88,70,23,47,35,14,71,8,36,12,2
1142,3,2019-07-04 00:00:00,44,75,60,55,33,22,61,89,52,18,1
1143,9,2019-07-04 00:00:00,86,90,20,14,54,68,53,5,9,75,5
1144,2,2019-07-04 00:00:00,9,60,56,52,7,28,66,60,58,61,2
1145,6,2019-07-04 00:00:00,15,56,37,94,31,57,86,64,66,96,2
1146,7,2019-07-04 00:00:00,28,9,41,32,59,55,94,13,18,56,2
1147,8,2019-07-04 00:00:00,7,26,8,24,23,41,64,71,15,42,0
1148,9,2019-07-04 00:00:00,22,11,32,1,9,92,42,55,4,28,1
1149,6,2019-07-04 00:00:00,58,96,33,21,43,67,30,31,12,36,6
1150,7,2019-07-04 00:00:00,64,87,3,64,30,74,48,27,12,49,4
1151,5,2019-07-04 00:00:00,45,81,39,62,32,69,16,88,45,89,4
1152,2,2019-07-04 00:00:00,64,49,85,27,41,63,41,54,86,72,6
1153,9,2019-07-04 00:00:00,24,79,93,67,12,61,1,71,9,66,2
1154,5,2019-07-04 00:00:00,44,10,2,69,58,48,95,14,29,94,5
1155,1,2019-07-04 00:00:00,6,37,48,39,94,40,63,15,98,28,1
1156,1,2019-07-04 00:00:00,28,36,72,94,20,25,43,41,68,3,2
1157,6,2019-07-04 00:00:00,35,42,31,80,10,41,39,69,2,32,4
1158,2,2019-07-04 00:00:00,87,65,78,18,37,1,33,46,55,54,4
1159,7,2019-07-04 00:00:00,84,92,18,89,40,58,7,82,42,3,4
1160,5,2019-07-04 00:00:00,75,47,70,47,44,94,20,21,74,27,2
1161,4,2019-07-04 00:00:00,79,12,87,80,87,48,38,41,75,72,2
1162,7,2019-07-04 00:00:00,66,8,61,94,6,49,32,32,2,16,0
1163,5,2019-07-04 00:00:00,81,5,42,77,33,22,49,78,58,81,4
1164,10,2019-07-04 00:00:00,4,19,43,60,88,27,19,40,28,47,1
1165,2,2019-07-04 00:00:00,49,86,63,83,33,63,40,45,62,38,5
1166,9,2019-07-04 00:00:00,19,81,29,98,34,50,29,12,14,86,4
1167,10,2019-07-04 00:00:00,97,19,39,48,63,95,4,81,77,15,3
1168,2,2019-07-04 00:00:00,40,68,12,68,35,48,51,7,42,89,1
1169,7,2019-07-04 00:00:00,57,35,34,49,4,86,20,39,7,85,5
1170,5,2019-07-04 00:00:00,87,14,12,1,6,15,85,74,51,68,2
1171,1,2019-07-04 00:00:00,26,14,14,95,41,57,27,2,90,88,4
1172,2,2019-07-04 00:00:00,24,34,74,63,90,88,94,2,100,21,4
1173,6,2019-07-04 00:00:00,18,66,43,45,87,42,78,63,66,22,3
1174,5,2019-07-04 00:00:00,6,10,81,74,76,53,75,73,76,30,2
1175,8,2019-07-04 00:00:00,26,42,55,91,39,46,27,36,15,28,0
1176,4,2019-07-04 00:00:00,60,21,66,29,23,88,6,59,6,77,4
1177,7,2019-07-04 00:00:00,42,90,35,55,33,88,39,89,1,2,3
1178,9,2019-07-04 00:00:00,55,90,39,91,24,1,5,58,91,56,5
1179,6,2019-07-04 00:00:00,6,12,3,1,88,39,72,89,89,5,1
1180,10,2019-07-04 00:00:00,75,79,5,9,91,77,55,6,3,5,2
1181,7,2019-07-04 00:00:00,11,62,77,48,86,8,42,39,13,57,0
1182,1,2019-07-04 00:00:00,97,79,32,80,30,20,50,36,81,18,3
1183,10,2019-07-04 00:00:00,14,99,6,34,83,71,8,49,99,28,2
1184,4,2019-07-04 00:00:00,23,16,34,40,21,64,32,89,1,45,3
1185,2,2019-07-04 00:00:00,17,7,62,35,83,80,33,26,6,31,5
1186,7,2019-07-04 00:00:00,5,21,11,30,15,75,10,36,68,7,1
1187,6,2019-07-04 00:00:00,2,86,17,38,4,34,65,80,48,97,4
1188,5,2019-07-04 00:00:00,89,76,80,22,62,90,68,66,95,8,6
1189,5,2019-07-04 00:00:00,47,34,67,94,2,13,2,53,84,20,6
1190,3,2019-07-04 00:00:00,76,45,26,34,20,73,38,99,67,13,4
1191,4,2019-07-04 00:00:00,96,6,49,7,60,55,30,53,95,34,2
1192,9,2019-07-04 00:00:00,85,78,91,58,12,7,78,19,52,17,6
1193,3,2019-07-04 00:00:00,85,17,95,4,41,40,29,25,75,79,1
1194,2,2019-07-04 00:00:00,96,66,90,46,24,84,6,8,75,74,3
1195,2,2019-07-04 00:00:00,79,47,24,10,92,40,62,53,1,21,6
1196,10,2019-07-04 00:00:00,46,56,74,77,68,7,34,43,17,17,0
1197,9,2019-07-04 00:00:00,89,13,31,67,75,45,56,75,74,12,1
1198,2,2019-07-04 00:00:00,53,38,68,61,83,4,20,56,80,38,1
1199,3,2019-07-04 00:00:00,70,92,10,69,35,96,62,80,55,79,5
1200,7,2019-07-04 00:00:00,34,56,80,38,55,35,16,39,36,81,6
1201,10,2019-07-05 00:00:00,95,85,93,82,82,47,10,61,48,7,6
1202,10,2019-07-05 00:00:00,46,80,2,33,90,92,49,67,45,62,4
1203,7,2019-07-05 00:00:00,73,30,98,5,42,62,67,68,8,5,4
1204,4,2019-07-05 00:00:00,84,23,36,69,17,24,43,84,20,97,2
1205,6,2019-07-05 00:00:00,43,100,61,2,5,64,54,60,16,25,0
1206,8,2019-07-05 00:00:00,15,52,85,66,75,40,40,26,94,23,4
1207,8,2019-07-05 00:00:00,7,71,92,65,54,29,73,40,7,86,1
1208,3,2019-07-05 00:00:00,73,84,87,70,59,62,67,47,62,47,2
1209,4,2019-07-05 00:00:00,9,88,56,73,8,6,51,69,62,75,4
1210,7,2019-07-05 00:00:00,59,96,37,81,38,6,46,58,34,65,4
1211,5,2019-07-05 00:00:00,71,52,77,98,68,78,27,83,84,35,4
1212,1,2019-07-05 00:00:00,54,95,29,26,69,99,25,79,87,36,6
1213,8,2019-07-05 00:00:00,25,46,97,92,35,22,97,61,47,99,5
1214,9,2019-07-05 00:00:00,6,5,5,51,76,56,40,75,19,35,5
1215,1,2019-07-05 00:00:00,33,36,25,85,66,60,15,69,90,71,4
1216,4,2019-07-05 00:00:00,63,56,11,23,56,57,98,50,19,39,4
1217,7,2019-07-05 00:00:00,12,97,77,17,34,83,82,55,28,50,2
1218,6,2019-07-05 00:00:00,60,100,48,29,97,36,19,69,1,90,0
1219,4,2019-07-05 00:00:00,56,18,90,55,21,68,75,86,35,77,6
1220,9,2019-07-05 00:00:00,20,47,94,4,77,39,63,70,93,60,0
1221,1,2019-07-05 00:00:00,2,2,23,3,4,5,28,45,63,35,3
1222,2,2019-07-05 00:00:00,2,59,28,44,67,17,36,24,85,18,2
1223,1,2019-07-05 00:00:00,31,5,38,59,35,27,52,43,35,77,5
1224,5,2019-07-05 00:00:00,23,19,64,80,8,39,31,10,29,28,3
1225,7,2019-07-05 00:00:00,53,67,81,84,87,5,68,3,76,54,4
1226,4,2019-07-05 00:00:00,24,47,10,48,44,32,64,78,66,10,5
1227,8,2019-07-05 00:00:00,68,30,7,83,15,93,16,61,73,1,3
1228,9,2019-07-05 00:00:00,32,52,1,80,19,38,13,37,40,22,6
1229,3,2019-07-05 00:00:00,9,30,5,75,62,2,22,23,49,92,4
1230,2,2019-07-05 00:00:00,72,86,76,40,48,65,52,17,90,38,3
1231,7,2019-07-05 00:00:00,49,97,68,12,52,19,53,30,25,47,5
1232,8,2019-07-05 00:00:00,55,42,62,42,31,72,71,30,64,21,1
1233,2,2019-07-05 00:00:00,75,27,22,77,55,37,22,19,57,23,4
1234,6,2019-07-05 00:00:00,84,5,51,53,30,9,61,89,49,58,6
1235,8,2019-07-05 00:00:00,7,10,39,17,35,20,87,96,26,9,1
1236,4,2019-07-05 00:00:00,86,52,72,45,99,5,70,45,33,17,4
1237,4,2019-07-05 00:00:00,60,11,47,46,44,43,32,15,82,97,4
1238,3,2019-07-05 00:00:00,53,63,83,54,83,72,64,63,72,74,4
1239,8,2019-07-05 00:00:00,50,89,30,59,20,18,46,56,7,65,5
1240,8,2019-07-05 00:00:00,34,74,29,97,29,55,10,35,68,12,5
1241,1,2019-07-05 00:00:00,42,16,64,29,50,81,88,24,24,16,2
1242,7,2019-07-05 00:00:00,83,59,62,94,42,70,65,23,63,65,6
1243,3,2019-07-05 00:00:00,73,26,15,10,46,12,70,3,18,6,5
1244,5,2019-07-05 00:00:00,45,77,26,21,26,21,15,100,6,59,0
1245,7,2019-07-05 00:00:00,69,35,96,33,98,98,3,34,67,43,5
1246,1,2019-07-05 00:00:00,53,73,21,7,63,59,27,68,77,45,1
1247,5,2019-07-05 00:00:00,30,50,34,48,20,42,26,30,12,12,4
1248,3,2019-07-05 00:00:00,22,62,77,42,28,71,4,60,90,24,0
1249,4,2019-07-05 00:00:00,14,11,59,31,48,43,25,37,37,84,3
1250,10,2019-07-05 00:00:00,41,21,42,47,5,80,34,94,3,54,5
1251,7,2019-07-05 00:00:00,46,77,75,100,60,95,17,38,94,79,3
1252,9,2019-07-05 00:00:00,98,35,68,11,40,1,98,65,97,20,2
1253,9,2019-07-05 00:00:00,70,51,32,54,30,16,64,64,5,8,1
1254,1,2019-07-05 00:00:00,51,4,12,97,63,29,39,17,50,14,5
1255,7,2019-07-05 00:00:00,34,45,96,35,44,2,45,11,90,86,0
1256,7,2019-07-05 00:00:00,86,18,98,65,94,99,27,85,27,35,3
1257,7,2019-07-05 00:00:00,20,4,95,57,54,80,71,32,33,44,6
1258,5,2019-07-05 00:00:00,56,40,91,58,63,75,73,98,2,45,3
1259,1,2019-07-05 00:00:00,13,75,55,40,58,48,35,18,77,55,6
1260,6,2019-07-05 00:00:00,70,38,61,18,64,95,56,61,7,54,1
1261,4,2019-07-05 00:00:00,45,19,93,33,92,71,63,42,21,30,4
1262,5,2019-07-05 00:00:00,23,34,39,59,18,18,44,65,16,6,2
1263,8,2019-07-05 00:00:00,31,60,89,64,50,97,69,98,47,26,6
1264,5,2019-07-05 00:00:00,21,23,38,67,42,7,5,95,73,11,4
1265,1,2019-07-05 00:00:00,96,14,11,38,1,9,29,21,91,53,1
1266,2,2019-07-05 00:00:00,87,55,22,80,74,97,14,72,86,97,4
1267,4,2019-07-05 00:00:00,83,4,12,99,63,69,20,85,31,24,0
1268,1,2019-07-05 00:00:00,96,56,86,22,46,8,75,75,51,9,5
1269,1,2019-07-05 00:00:00,70,15,47,95,61,66,35,45,42,57,5
1270,9,2019-07-05 00:00:00,14,7,23,50,83,40,81,24,44,55,0
1271,1,2019-07-05 00:00:00,44,7,76,59,68,67,86,74,60,42,6
1272,4,2019-07-05 00:00:00,13,63,57,44,38,86,74,64,88,97,5
1273,8,2019-07-05 00:00:00,33,62,46,23,14,44,5,34,60,85,4
1274,5,2019-07-05 00:00:00,34,96,35,40,73,65,90,73,53,40,5
1275,3,2019-07-05 00:00:00,17,98,42,46,61,72,3,89,61,29,4
1276,8,2019-07-05 00:00:00,21,79,45,80,31,90,90,40,60,91,3
1277,3,2019-07-05 00:00:00,74,72,81,74,60,2,36,18,69,74,5
1278,2,2019-07-05 00:00:00,63,93,61,28,82,59,95,23,100,34,4
1279,8,2019-07-05 00:00:00,84,70,22,18,67,28,53,65,75,84,2
1280,3,2019-07-05 00:00:00,86,98,59,56,78,55,78,12,12,35,6
1281,5,2019-07-05 00:00:00,72,25,71,90,77,50,68,87,24,71,1
1282,2,2019-07-05 00:00:00,18,10,9,12,86,38,37,1,75,96,6
1283,7,2019-07-05 00:00:00,67,55,97,94,55,32,93,97,14,3,0
1284,5,2019-07-05 00:00:00,100,60,38,43,49,97,95,37,38,52,3
1285,10,2019-07-05 00:00:00,96,22,34,100,70,62,46,40,68,27,1
1286,8,2019-07-05 00:00:00,46,26,34,2,91,93,69,51,97,67,4
1287,7,2019-07-05 00:00:00,36,94,59,35,66,65,93,53,96,21,3
1288,9,2019-07-05 00:00:00,52,11,61,42,2,97,45,80,7,58,4
1289,10,2019-07-05 00:00:00,70,99,48,19,9,65,8,92,37,76,4
1290,9,2019-07-05 00:00:00,33,44,28,98,88,43,98,45,87,37,3
1291,3,2019-07-05 00:00:00,22,98,88,42,52,37,11,88,57,37,3
1292,2,2019-07-05 00:00:00,78,9,75,41,32,19,44,10,2,93,5
1293,5,2019-07-05 00:00:00,10,42,83,49,80,33,66,54,27,43,5
1294,7,2019-07-05 00:00:00,92,51,58,28,70,12,75,32,30,77,2
1295,5,2019-07-05 00:00:00,83,81,96,43,96,97,12,70,24,80,6
1296,6,2019-07-05 00:00:00,81,55,24,17,66,56,45,93,33,44,4
1297,5,2019-07-05 00:00:00,63,22,91,26,55,68,61,42,67,74,6
1298,4,2019-07-05 00:00:00,60,45,96,58,14,83,33,88,74,25,1
1299,1,2019-07-05 00:00:00,54,49,20,58,68,82,50,59,53,18,5
1300,5,2019-07-05 00:00:00,65,92,70,54,67,69,91,46,42,25,2
1301,7,2019-07-05 00:00:00,10,85,80,71,13,16,46,99,5,53,2
1302,1,2019-07-05 00:00:00,21,13,35,23,8,14,6,94,80,11,4
1303,9,2019-07-05 00:00:00,81,84,61,17,33,62,2,30,84,41,3
1304,6,2019-07-05 00:00:00,77,3,58,51,46,32,43,87,7,35,5
1305,2,2019-07-05 00:00:00,7,79,69,97,60,86,52,48,7,28,2
1306,4,2019-07-05 00:00:00,4,9,18,24,37,94,25,15,11,67,0
1307,2,2019-07-05 00:00:00,86,26,94,64,23,63,40,16,48,15,5
1308,2,2019-07-05 00:00:00,45,72,73,69,41,43,92,33,1,50,4
1309,2,2019-07-05 00:00:00,53,89,27,46,56,67,27,19,49,18,5
1310,3,2019-07-05 00:00:00,5,72,55,89,71,67,72,91,74,10,0
1311,6,2019-07-05 00:00:00,18,11,7,97,30,47,52,90,65,72,5
1312,5,2019-07-05 00:00:00,21,81,36,80,11,54,12,23,31,36,5
1313,1,2019-07-05 00:00:00,30,16,47,42,74,4,57,80,10,24,4
1314,10,2019-07-05 00:00:00,45,7,66,77,35,61,80,56,71,88,6
1315,7,2019-07-05 00:00:00,48,66,88,74,1,82,9,77,32,14,4
1316,7,2019-07-05 00:00:00,36,24,74,32,13,15,75,14,16,32,6
1317,7,2019-07-05 00:00:00,8,59,67,33,16,16,53,22,90,90,5
1318,2,2019-07-05 00:00:00,41,54,48,32,9,23,9,63,91,56,6
1319,10,2019-07-05 00:00:00,75,36,12,90,48,11,48,5,42,52,5
1320,10,2019-07-05 00:00:00,91,11,78,84,92,91,34,67,30,59,0
1321,1,2019-07-05 00:00:00,87,55,96,69,15,6,76,77,23,97,2
1322,5,2019-07-05 00:00:00,10,28,12,68,72,2,67,10,32,7,4
1323,3,2019-07-05 00:00:00,23,14,87,65,72,87,78,43,12,71,0
1324,1,2019-07-05 00:00:00,68,82,88,14,1,25,75,41,48,78,6
1325,3,2019-07-05 00:00:00,23,46,61,49,36,40,26,48,62,55,2
1326,3,2019-07-05 00:00:00,2,58,31,96,80,100,1,83,77,49,4
1327,8,2019-07-05 00:00:00,72,67,88,41,47,82,92,32,21,44,0
1328,6,2019-07-05 00:00:00,96,25,76,44,2,71,73,51,41,47,5
1329,7,2019-07-05 00:00:00,90,18,100,51,69,23,32,57,53,77,5
1330,7,2019-07-05 00:00:00,47,82,44,36,88,18,33,2,89,46,1
1331,5,2019-07-05 00:00:00,44,63,41,69,48,76,84,76,86,64,3
1332,10,2019-07-05 00:00:00,76,12,47,36,94,65,42,47,12,96,3
1333,2,2019-07-05 00:00:00,55,7,23,75,75,21,12,36,49,72,1
1334,2,2019-07-05 00:00:00,84,54,93,69,39,36,34,14,94,96,3
1335,4,2019-07-05 00:00:00,100,21,10,98,8,99,100,33,69,76,1
1336,1,2019-07-05 00:00:00,77,79,26,93,88,31,31,80,96,3,3
1337,4,2019-07-05 00:00:00,54,90,71,89,69,71,99,94,88,41,0
1338,1,2019-07-05 00:00:00,20,25,86,99,17,96,53,31,71,44,0
1339,10,2019-07-05 00:00:00,78,30,66,38,90,88,59,84,84,63,0
1340,8,2019-07-05 00:00:00,79,53,69,43,22,75,23,4,42,57,3
1341,5,2019-07-05 00:00:00,56,27,85,21,70,24,11,11,21,35,5
1342,10,2019-07-05 00:00:00,90,44,4,40,29,69,99,52,19,79,6
1343,4,2019-07-05 00:00:00,62,57,73,60,90,87,100,72,39,49,5
1344,3,2019-07-05 00:00:00,38,17,1,36,74,25,39,5,34,46,0
1345,3,2019-07-05 00:00:00,78,37,27,46,7,99,62,30,75,72,6
1346,5,2019-07-05 00:00:00,36,54,90,80,9,71,61,39,87,67,6
1347,5,2019-07-05 00:00:00,20,40,72,75,64,7,60,61,19,22,1
1348,1,2019-07-05 00:00:00,35,55,99,4,4,6,86,65,40,21,0
1349,2,2019-07-05 00:00:00,33,56,46,81,35,79,46,12,31,39,3
1350,9,2019-07-05 00:00:00,91,76,42,22,33,53,41,32,31,60,1
1351,9,2019-07-05 00:00:00,77,64,9,96,24,13,97,49,37,64,6
1352,5,2019-07-05 00:00:00,64,85,85,13,36,18,29,39,83,17,6
1353,10,2019-07-05 00:00:00,43,97,5,21,79,85,72,49,91,71,2
1354,6,2019-07-05 00:00:00,76,29,67,7,45,25,30,78,82,21,5
1355,10,2019-07-05 00:00:00,34,40,100,29,93,98,53,62,72,33,0
1356,1,2019-07-05 00:00:00,27,82,96,12,17,85,57,75,26,45,1
1357,3,2019-07-05 00:00:00,21,81,7,56,27,98,71,82,30,61,1
1358,5,2019-07-05 00:00:00,38,94,69,73,7,3,82,7,79,98,4
1359,10,2019-07-05 00:00:00,91,2,77,75,76,86,18,14,77,78,6
1360,6,2019-07-05 00:00:00,43,56,8,22,13,60,69,100,53,27,6
1361,5,2019-07-05 00:00:00,45,81,45,64,35,29,11,1,8,11,2
1362,7,2019-07-05 00:00:00,64,68,19,60,19,47,45,66,25,22,5
1363,7,2019-07-05 00:00:00,77,4,61,25,69,65,57,36,4,10,2
1364,8,2019-07-05 00:00:00,26,72,92,6,8,78,49,24,12,88,1
1365,6,2019-07-05 00:00:00,92,27,52,5,86,17,23,13,81,85,0
1366,8,2019-07-05 00:00:00,44,40,37,70,16,72,3,13,5,75,2
1367,5,2019-07-05 00:00:00,55,29,96,64,59,24,42,3,25,98,6
1368,1,2019-07-05 00:00:00,81,42,76,65,56,96,56,30,19,45,5
1369,3,2019-07-05 00:00:00,6,63,7,39,26,80,85,13,92,57,0
1370,4,2019-07-05 00:00:00,28,10,47,9,61,88,92,41,28,43,0
1371,9,2019-07-05 00:00:00,35,50,37,82,12,17,65,61,22,85,3
1372,6,2019-07-05 00:00:00,99,68,19,64,24,46,43,43,85,40,3
1373,7,2019-07-05 00:00:00,52,9,93,6,85,58,66,10,76,12,2
1374,3,2019-07-05 00:00:00,70,4,49,55,84,74,23,69,65,34,6
1375,6,2019-07-05 00:00:00,65,17,85,3,6,99,12,70,25,41,6
1376,7,2019-07-05 00:00:00,18,48,62,21,81,32,80,52,20,50,1
1377,5,2019-07-05 00:00:00,61,1,31,45,95,66,96,99,4,54,6
1378,4,2019-07-05 00:00:00,15,18,100,73,56,43,54,17,30,46,4
1379,4,2019-07-05 00:00:00,32,30,71,5,90,73,7,7,22,10,6
1380,5,2019-07-05 00:00:00,87,49,9,24,45,100,99,86,58,2,3
1381,4,2019-07-05 00:00:00,74,10,30,95,31,15,63,24,99,45,6
1382,8,2019-07-05 00:00:00,87,20,93,22,25,29,62,81,81,81,4
1383,1,2019-07-05 00:00:00,20,32,7,81,79,55,48,58,94,100,2
1384,6,2019-07-05 00:00:00,13,51,15,88,13,24,56,4,73,12,5
1385,5,2019-07-05 00:00:00,62,68,58,99,90,49,36,43,22,48,0
1386,1,2019-07-05 00:00:00,47,14,72,49,80,83,68,33,20,13,5
1387,4,2019-07-05 00:00:00,30,18,88,2,10,22,52,18,90,66,3
1388,6,2019-07-05 00:00:00,47,96,62,14,89,34,85,38,28,35,2
1389,2,2019-07-05 00:00:00,63,12,19,91,14,18,1,83,95,3,2
1390,7,2019-07-05 00:00:00,6,21,69,7,29,87,52,96,24,77,2
1391,9,2019-07-05 00:00:00,50,80,86,55,9,35,33,72,55,93,2
1392,4,2019-07-05 00:00:00,74,15,48,22,17,65,90,45,57,17,3
1393,3,2019-07-05 00:00:00,97,100,84,98,88,79,21,46,97,43,5
1394,10,2019-07-05 00:00:00,33,64,28,84,12,5,36,45,79,31,1
1395,1,2019-07-05 00:00:00,97,41,13,39,44,95,41,51,55,72,6
1396,10,2019-07-05 00:00:00,93,72,90,9,37,28,8,8,99,72,5
1397,3,2019-07-05 00:00:00,29,49,51,91,13,56,80,77,12,49,3
1398,7,2019-07-05 00:00:00,41,55,89,38,48,78,80,60,82,84,1
1399,5,2019-07-05 00:00:00,76,33,12,81,93,96,33,28,81,65,3
1400,3,2019-07-05 00:00:00,44,91,48,56,39,54,21,9,89,54,0
1401,6,2019-07-05 00:00:00,97,19,27,97,59,91,48,65,70,41,1
1402,4,2019-07-05 00:00:00,70,57,48,77,40,70,12,99,70,43,5
1403,3,2019-07-05 00:00:00,58,8,74,65,1,67,14,40,21,24,4
1404,7,2019-07-05 00:00:00,12,89,19,80,72,53,37,99,74,33,4
1405,1,2019-07-05 00:00:00,17,100,96,96,100,27,4,56,76,46,5
1406,9,2019-07-05 00:00:00,34,63,47,76,8,70,49,95,51,19,4
1407,2,2019-07-05 00:00:00,73,20,74,82,8,79,94,28,67,40,0
1408,7,2019-07-05 00:00:00,66,72,21,95,51,15,15,40,77,9,6
1409,7,2019-07-05 00:00:00,1,30,30,70,77,7,34,42,75,2,0
1410,5,2019-07-05 00:00:00,36,84,2,81,63,77,16,81,68,57,3
1411,4,2019-07-05 00:00:00,70,38,22,24,84,94,34,43,42,82,2
1412,8,2019-07-05 00:00:00,58,81,19,100,93,88,92,31,56,7,1
1413,4,2019-07-05 00:00:00,61,85,4,41,96,7,94,70,69,56,1
1414,5,2019-07-05 00:00:00,63,49,18,46,42,72,71,39,95,62,1
1415,1,2019-07-05 00:00:00,29,17,50,5,40,79,53,58,84,21,2
1416,8,2019-07-05 00:00:00,79,77,76,71,42,47,4,27,40,55,0
1417,2,2019-07-05 00:00:00,4,72,44,99,28,4,80,1,21,19,3
